Position,EIN,Organization Name_CLEAN,Space Name,Street,Street 2,City,State,Zip,Contact Name,Contact Title,Contact Email,Parent Organization Website,County,Address,isMultiple,old_lat,old_lon,Check,LAT,LON
239,832313563,Bay Area Portuguese Center,Space 1,41829 Albrae St,Suite 120,Fremont,CA,94538,,,,,Alameda,"41829 Albrae St, Fremont, CA, 94538",Single Space,37.51431587,-121.9766746,not,37.51431587,-121.9766746
240,800141911,Bay Area Rainbow Symphony,Space 1,2261 Market St,#178A,San Francisco,CA,94114,,,,,San Francisco,"2261 Market St, San Francisco, CA, 94114",Single Space,37.7646847,-122.4319399,not,37.7646847,-122.4319399
241,451174818,Bay Area Sacred Harp,Space 1,1149 Sand Beach Pl,,Alameda,CA,94501,,,,,Alameda,"1149 Sand Beach Pl, Alameda, CA, 94501",Single Space,37.7629538,-122.265835,not,37.7629538,-122.265835
242,270782283,Bay Area Same-Sex Dance Association,Space 1,92 Marina Lakes Dr,,Richmond,CA,94804,,,,,Contra Costa,"92 Marina Lakes Dr, Richmond, CA, 94804",Single Space,37.9130743,-122.3410104,not,37.9130743,-122.3410104
243,943213206,Bay Area Satellite Heritage Music Foundation,Space 1,466 Oak St,,San Francisco,CA,94102,,,,,San Francisco,"466 Oak St, San Francisco, CA, 94102",Single Space,37.774645,-122.4270285,not,37.774645,-122.4270285
244,922129447,Bay Area Scholarship Alliances,Space 1,2919 Telegraph Ave,Apt 318,Oakland,CA,94609,,,,,Alameda,"2919 Telegraph Ave, Oakland, CA, 94609",Single Space,37.8188989,-122.2676811,not,37.8188989,-122.2676811
245,823045055,Bay Area Taiko Arts,Space 1,1750 Buchanan St,,San Francisco,CA,94115,,,,,San Francisco,"1750 Buchanan St, San Francisco, CA, 94115",Single Space,37.78605269,-122.4298389,not,37.78605269,-122.4298389
246,,Bay Area Theatre Cypher,Space 1,1613 Belvedere Ave,,Berkeley,CA,94702,,,,http://www.theatrecypher.com,Alameda,"1613 Belvedere Ave, Berkeley, CA, 94702",Single Space,37.8752081,-122.2893079,not,37.8752081,-122.2893079
247,943062113,Bay Area Theatresports,"2 Spaces, 1 Building",2 Marina Blvd,"Bldg B, Fort Mason Center",San Francisco,CA,94123,Dom Brown,,dom@improv.org,https://improv.org,San Francisco,"2 Spaces, 1 Building <br> 2 Marina Blvd, San Francisco, CA, 94123",Multiple Spaces,37.80524538,-122.432104,not,37.80524538,-122.432104
248,,Bay Area Training Center,Bay Area Center,42760 Christy St,,Fremont,CA,94538,Heather or Andrea,Facility Director,bayareacenter94538@gmail.com,http://asbservices.weebly.com/,Alameda,"42760 Christy St, Fremont, CA, 94538",Single Space,37.50792324,-121.9753898,not,37.50792324,-121.9753898
249,,Bay Area Training Center,Bay Area Center Music,42760 Christy St,,Fremont,CA,94538,Heather or Andrea,Facility Director,bayareacenter94538@gmail.com,http://asbservices.weebly.com/,Alameda,"42760 Christy St, Fremont, CA, 94538",Single Space,37.50792324,-121.9753898,ok,37.50792648,-121.9752939
250,,Bay Area Training Center,Bay Area Center Rehearsal,42760 Christy St,,Fremont,CA,94538,Heather or Andrea,Facility Director,bayareacenter94538@gmail.com,http://asbservices.weebly.com/,Alameda,"42760 Christy St, Fremont, CA, 94538",Single Space,37.50792324,-121.9753898,ok,37.50785533,-121.9753846
251,942403876,Bay Area Video Coalition,Space 1,2727 Mariposa St,,San Francisco,CA,94110,,,,http://www.bavc.org,San Francisco,"2727 Mariposa St, San Francisco, CA, 94110",Single Space,37.7629022,-122.410617,not,37.7629022,-122.410617
252,743247617,Bay Area Youth Music Society,Space 1,3417 Monte Sereno Ter,,Fremont,CA,94539,,,,,Alameda,"3417 Monte Sereno Ter, Fremont, CA, 94539",Single Space,37.478224,-121.9005945,not,37.478224,-121.9005945
253,943243466,Bay Brass Ensemble,Space 1,1206 Ordway St,,Berkeley,CA,94706,,,,,Alameda,"1206 Ordway St, Berkeley, CA, 94706",Single Space,37.8823354,-122.2864348,not,37.8823354,-122.2864348
254,611654316,Bay Bridge Alliance,Space 1,2335 Broadway,,Oakland,CA,94612,,,,,Alameda,"2335 Broadway, Oakland, CA, 94612",Single Space,37.81262256,-122.2661413,not,37.81262256,-122.2661413
255,830654488,Bay City News Foundation,Space 1,900 Hilldale Ave,,Berkeley,CA,94708,,,,,Alameda,"900 Hilldale Ave, Berkeley, CA, 94708",Single Space,37.8956566,-122.2635576,not,37.8956566,-122.2635576
256,923015010,Bay Kidz Beats,Space 1,220 Water St,,Bay Point,CA,94565,,,,,Contra Costa,"220 Water St, Bay Point, CA, 94565",Single Space,38.024603,-121.9536964,not,38.024603,-121.9536964
257,900401015,Bay Org,Space 1,Embarcadero At Beach St Pier 39,,San Francisco,CA,94133,,,,,San Francisco,"Embarcadero At Beach St Pier 39, San Francisco, CA, 94133",Single Space,37.8097523,-122.410311,not,37.8097523,-122.410311
258,822906523,Bay Star Of Arts,Space 1,34750 Klondike Dr,,Union City,CA,94587,,,,,Alameda,"34750 Klondike Dr, Union City, CA, 94587",Single Space,37.5876752,-122.0074924,not,37.5876752,-122.0074924
259,943329786,Bayview Hunters Point Center for Arts and Technology,Space 1,2415 Third St,,San Francisco,CA,94107,,,,www.baycat.org,San Francisco,"2415 Third St, San Francisco, CA, 94107",Single Space,37.75903463,-122.3882435,not,37.75903463,-122.3882435
260,943136172,Bayview Opera House,Space 1,4705 Third St,,San Francisco,CA,94124,Barbara Ockel,,manager@bvoh.org,http://www.bvoh.org,San Francisco,"4705 Third St, San Francisco, CA, 94124",Single Space,37.73554002,-122.3903861,not,37.73554002,-122.3903861
261,942216542,Bd Performing Arts,Space 1,4065 Nelson Ave,,Concord,CA,94520,,,,,Contra Costa,"4065 Nelson Ave, Concord, CA, 94520",Single Space,38.0095164,-122.0449067,not,38.0095164,-122.0449067
262,562497181,Beam Foundation,Space 1,970 Miller Ave,,Berkeley,CA,94708,,,,,Alameda,"970 Miller Ave, Berkeley, CA, 94708",Single Space,37.8937223,-122.261699,not,37.8937223,-122.261699
263,,BeatBox,Space 1,314 11th St,,San Francisco,CA,94103,Andrew Zivic,Co-Owner and Special Events Coordinator,andy@beatboxsf.com,http://www.somavenue.com,San Francisco,"314 11th St, San Francisco, CA, 94103",Single Space,37.7714475,-122.4139044,not,37.7714475,-122.4139044
264,815361261,Beats 4 Hope,Space 1,43575 Mission Blvd,204,Fremont,CA,94539,,,,,Alameda,"43575 Mission Blvd, Fremont, CA, 94539",Single Space,37.5286167,-121.9189759,not,37.5286167,-121.9189759
265,371962446,Beaux Arts,Space 1,212 Amigo Rd,,Danville,CA,94526,,,,,Contra Costa,"212 Amigo Rd, Danville, CA, 94526",Single Space,37.8242458,-121.9898251,not,37.8242458,-121.9898251
266,473703134,Because Projects,Space 1,2419 Jefferson Ave,,Berkeley,CA,94703,,,,,Alameda,"2419 Jefferson Ave, Berkeley, CA, 94703",Single Space,37.8637312,-122.2775497,not,37.8637312,-122.2775497
267,,Bedford Gallery,Space 1,1601 Civic Dr,,Walnut Creek,CA,94596,,,,,Contra Costa,"1601 Civic Dr, Walnut Creek, CA, 94596",Single Space,37.9010842,-122.063496,not,37.9010842,-122.063496
268,,Behind the Revolution,Space 1,3435 Cesar Chavez St,206,San Francisco,CA,94110,Khaled Sayed,,ksayed11@hotmail.com,,San Francisco,"3435 Cesar Chavez St, San Francisco, CA, 94110",Single Space,37.7479687,-122.4191347,not,37.7479687,-122.4191347
269,680003734,Belasco Theatre Company,Space 1,194 Diablo Rd,,Danville,CA,94526,,,,,Contra Costa,"194 Diablo Rd, Danville, CA, 94526",Single Space,37.82303903,-121.9989425,not,37.82303903,-121.9989425
270,943295971,Bella Musica,Space 1,2425 Channing Way,Ste Bpmb 474,Berkeley,CA,94704,,,,,Alameda,"2425 Channing Way, Berkeley, CA, 94704",Single Space,37.8672816,-122.2594085,not,37.8672816,-122.2594085
271,841995411,Bellavoca Females Ensemble,Space 1,4396 Amador Rd,,Fremont,CA,94538,,,,,Alameda,"4396 Amador Rd, Fremont, CA, 94538",Single Space,37.5417437,-121.9881544,not,37.5417437,-121.9881544
272,912155827,Bellevue Club Foundation,Space 1,525 Bellevue Ave,,Oakland,CA,94610,,,,,Alameda,"525 Bellevue Ave, Oakland, CA, 94610",Single Space,37.808106,-122.2545802,not,37.808106,-122.2545802
273,510180759,Berkeley Architectural Heritage Association,Space 1,2318 Durant Ave,,Berkeley,CA,94704,,,,,Alameda,"2318 Durant Ave, Berkeley, CA, 94704",Single Space,37.8670582,-122.2624992,not,37.8670582,-122.2624992
274,942581071,Berkeley Art Center,Space 1,1275 Walnut St,,Berkeley,CA,94709,,,,www.berkeleyartcenter.org,Alameda,"1275 Walnut St, Berkeley, CA, 94709",Single Space,37.88418541,-122.2686082,not,37.88418541,-122.2686082
275,942711919,Berkeley Ballet Theatre,"4 Spaces, 1 Building",1370 10th St,,Berkeley,CA,94710,Eddie Hopely,School Secretary,eddieh@berkeleyballet.org,http://berkeleyballet.org,Alameda,"4 Spaces, 1 Building <br> 1370 10th St, Berkeley, CA, 94710",Multiple Spaces,37.8792224,-122.2968969,not,37.8792224,-122.2968969
276,911762665,Berkeley Chamber Performances,Space 1,50 San Mateo Rd,,Berkeley,CA,94707,,,,,Alameda,"50 San Mateo Rd, Berkeley, CA, 94707",Single Space,37.8932571,-122.2733796,not,37.8932571,-122.2733796
277,942264339,Berkeley City Ballet,Space 1,1800 Dwight Way,,Berkeley,CA,94703,Elizabeth Godfrey,Director,info@berkeleycityballet.org,http://berkeleycityballet.org,Alameda,"1800 Dwight Way, Berkeley, CA, 94703",Single Space,37.8628338,-122.2740679,not,37.8628338,-122.2740679
278,946128869,Berkeley City Club Conservancy,Space 1,2315 Durant Ave,Ste 306,Berkeley,CA,94704,,,,,Alameda,"2315 Durant Ave, Berkeley, CA, 94704",Single Space,37.8676791,-122.2622946,not,37.8676791,-122.2622946
279,862442456,Berkeley Commonplace,Space 1,2571 Shattuck Ave,,Berkeley,CA,94704,,,,,Alameda,"2571 Shattuck Ave, Berkeley, CA, 94704",Single Space,37.8627515,-122.2666974,not,37.8627515,-122.2666974
280,264484794,Berkeley Film Foundation,Space 1,2600 10Th St,Ste 427,Berkeley,CA,94710,,,,,Alameda,"2600 10Th St, Berkeley, CA, 94710",Single Space,37.8586045,-122.2902884,not,37.8586045,-122.2902884
281,461517597,Berkeley Music Group,Space 1,2036 University Ave,,Berkeley,CA,94704,,,,www.theuctheatre.org,Alameda,"2036 University Ave, Berkeley, CA, 94704",Single Space,37.8717441,-122.2698372,not,37.8717441,-122.2698372
282,941351636,Berkeley Piano Club,Space 1,2724 Haste St,,Berkeley,CA,94704,,,,,Alameda,"2724 Haste St, Berkeley, CA, 94704",Single Space,37.8664157,-122.2527928,not,37.8664157,-122.2527928
283,454255166,Berkeley Police Department Historical Foundation,Space 1,5229 Cochrane Ave,,Oakland,CA,94618,,,,,Alameda,"5229 Cochrane Ave, Oakland, CA, 94618",Single Space,37.8378127,-122.2240364,not,37.8378127,-122.2240364
284,941679756,Berkeley Repertory Theatre,Space 1,2025 Addison St.,,Berkeley,CA,94704,Zoey Russo,,awilliams@berkeleyrep.org,,Alameda,"2025 Addison St. , Berkeley, CA, 94704",Single Space,37.8712948,-122.2693158,not,37.8712948,-122.2693158
285,872763877,Berkeley Shakespeare Company,Space 1,211 Pelican Loop,,Pittsburg,CA,94565,,,,,Contra Costa,"211 Pelican Loop, Pittsburg, CA, 94565",Single Space,38.0376773,-121.8863295,not,38.0376773,-121.8863295
286,942887073,Berkeley Society for the Preservation of Traditional Music dba Freight & Salvage Coffeehouse,Space 1,2020 Addison St,,Berkeley,CA,94704,,,,www.thefreight.org,Alameda,"2020 Addison St, Berkeley, CA, 94704",Single Space,37.8707372,-122.2695818,not,37.8707372,-122.2695818
287,237219508,Berkeley Symphony Orchestra,Space 1,1942 University Ave,Suite 207,Berkeley,CA,94704,,,,www.berkeleysymphony.org,Alameda,"1942 University Ave, Berkeley, CA, 94704",Single Space,37.8711798,-122.2718947,not,37.8711798,-122.2718947
288,273945670,Berkeley Traditional Music Foundation,Space 1,2020 Addison St,,Berkeley,CA,94704,,,,,Alameda,"2020 Addison St, Berkeley, CA, 94704",Single Space,37.8707372,-122.2695818,not,37.8707372,-122.2695818
289,261128830,Berlin & Beyond,Space 1,530 Bush St,,San Francisco,CA,94108,,,,www.berlinandbeyond.com,San Francisco,"530 Bush St, San Francisco, CA, 94108",Single Space,37.79062,-122.4060715,not,37.79062,-122.4060715
290,203282466,Bethany Center Foundation Of San Francisco,Space 1,580 Capp St,,San Francisco,CA,94110,,,,,San Francisco,"580 Capp St, San Francisco, CA, 94110",Single Space,37.7574336,-122.4181419,not,37.7574336,-122.4181419
291,454663268,Bethlehem Shipyard Museum,Space 1,307 Holyoke St,,San Francisco,CA,94134,,,,,San Francisco,"307 Holyoke St, San Francisco, CA, 94134",Single Space,37.7274253,-122.4087533,not,37.7274253,-122.4087533
292,262801029,Beyond The Block,Space 1,2622 19Th Ave,,San Francisco,CA,94116,,,,,San Francisco,"2622 19Th Ave, San Francisco, CA, 94116",Single Space,37.7388534,-122.4750409,not,37.7388534,-122.4750409
293,833814186,Bhakti Arts Collective,Space 1,1850 Capistrano Ave,,Berkeley,CA,94707,,,,,Alameda,"1850 Capistrano Ave, Berkeley, CA, 94707",Single Space,37.8943584,-122.2793171,not,37.8943584,-122.2793171
294,812749072,Bharata Dance & Allied Arts,Space 1,3759 16th St,,San Francisco,CA,94114,,,,www.facebook.com/Bharata.Dance.Company,San Francisco,"3759 16th St, San Francisco, CA, 94114",Single Space,37.7636612,-122.4364224,not,37.7636612,-122.4364224
295,208926723,Bharati Tamil Sangam,Space 1,4776 Mendocino Ter,,Fremont,CA,94555,,,,,Alameda,"4776 Mendocino Ter, Fremont, CA, 94555",Single Space,37.5652238,-122.0432909,not,37.5652238,-122.0432909
296,813453381,Bhartiya Mandal Foundation,Space 1,405 Parker Ave,,San Francisco,CA,94118,,,,,San Francisco,"405 Parker Ave, San Francisco, CA, 94118",Single Space,37.778893,-122.4539513,not,37.778893,-122.4539513
297,,Bicycle Music Festival,Space 1,451 Hayes St,2nd Floor,San Francisco,CA,94102,,,,,San Francisco,"451 Hayes St, San Francisco, CA, 94102",Single Space,37.7766207,-122.4237806,not,37.7766207,-122.4237806
298,872585081,Big Leap Collective,Space 1,1261 28th Ave,,San Francisco,CA,94122,,,,,San Francisco,"1261 28th Ave, San Francisco, CA, 94122",Single Space,37.7638043,-122.4871452,not,37.7638043,-122.4871452
299,825325524,Bigote De Gato Arts And Music,Space 1,2319 Mission St,,San Francisco,CA,94110,,,,,San Francisco,"2319 Mission St, San Francisco, CA, 94110",Single Space,37.7598643,-122.4188149,not,37.7598643,-122.4188149
300,471948884,Bihar Foundation Of Usa,Space 1,1468 Hardy Pl,,Fremont,CA,94536,,,,,Alameda,"1468 Hardy Pl, Fremont, CA, 94536",Single Space,37.5651583,-121.9826606,not,37.5651583,-121.9826606
301,871222990,Bikalpa Foundation,Space 1,3114 Ellis St,Apt B,Berkeley,CA,94703,,,,,Alameda,"3114 Ellis St, Berkeley, CA, 94703",Single Space,37.8516266,-122.2732711,not,37.8516266,-122.2732711
302,813612725,Bindas Toli - We The Helping Hands,Space 1,574 Rutgers St,,San Lorenzo,CA,94580,,,,,Alameda,"574 Rutgers St, San Lorenzo, CA, 94580",Single Space,37.6924563,-122.1263636,not,37.6924563,-122.1263636
303,43739923,Bindlestiff Studio,Space 1,185 Sixth St,,San Francisco,CA,94103,Tony Kelly,Facility Manager,rentals@bindlestiffstudio.org,http://www.bindlestiffstudio.org,San Francisco,"185 Sixth St, San Francisco, CA, 94103",Single Space,37.77994003,-122.4073395,not,37.77994003,-122.4073395
304,261906810,Bird & Beckett Cultural Legacy Project,Space 1,653 Chenery St,,San Francisco,CA,94131,,,,www.birdbeckett.com,San Francisco,"653 Chenery St, San Francisco, CA, 94131",Single Space,37.7343018,-122.4330055,not,37.7343018,-122.4330055
305,474354668,Bisemi Foundation,Space 1,1300 Clay St,Ste 600,Oakland,CA,94612,,,,,Alameda,"1300 Clay St, Oakland, CA, 94612",Single Space,37.8047167,-122.2735437,not,37.8047167,-122.2735437
306,844088701,Bl Rocky Productions,Space 1,3855 Brown Ave,,Oakland,CA,94619,,,,,Alameda,"3855 Brown Ave, Oakland, CA, 94619",Single Space,37.7939145,-122.1955009,not,37.7939145,-122.1955009
307,851508876,Black Cultural Restoration Association,Space 1,18 10Th St,Apt 825,San Francisco,CA,94103,,,,,San Francisco,"18 10Th St, San Francisco, CA, 94103",Single Space,37.7758371,-122.4172535,not,37.7758371,-122.4172535
308,,Black Diamond Ballet,Space 1,329 Railroad Ave,,Pittsburg,CA,94565,,,,,Contra Costa,"329 Railroad Ave, Pittsburg, CA, 94565",Single Space,38.0329978,-121.8829554,not,38.0329978,-121.8829554
309,833057473,Black Film Guild,Space 1,425 28Th St,Unit 201A,Oakland,CA,94609,,,,,Alameda,"425 28Th St, Oakland, CA, 94609",Single Space,37.8164796,-122.2656706,not,37.8164796,-122.2656706
310,872969584,Black Lesbian Gay Bisexual Transgender Historical Society,Space 1,1529 Potrero Ave,Unit A,Richmond,CA,94804,,,,,Contra Costa,"1529 Potrero Ave, Richmond, CA, 94804",Single Space,37.9240928,-122.354116,not,37.9240928,-122.354116
311,912130056,Black Rock Arts Foundation,Space 1,1900 3rd St,First Floor,San Francisco,CA,94103,,,,,San Francisco,"1900 3rd St, San Francisco, CA, 94103",Single Space,37.76510648,-122.3896795,not,37.76510648,-122.3896795
312,203634089,Black Swan Arts & Media,Space 1,245 Holly Ln,,Orinda,CA,94563,,,,,Contra Costa,"245 Holly Ln, Orinda, CA, 94563",Single Space,37.890365,-122.2072007,not,37.890365,-122.2072007
313,852137199,Black Travel Alliance,Space 1,4243 Fruitvale Ave,,Oakland,CA,94602,,,,,Alameda,"4243 Fruitvale Ave, Oakland, CA, 94602",Single Space,37.8100846,-122.2069919,not,37.8100846,-122.2069919
314,680400708,Blackhawk Chorus,Space 1,3251 Blackhawk Meadow Dr,,Danville,CA,94506,,,,,Contra Costa,"3251 Blackhawk Meadow Dr, Danville, CA, 94506",Single Space,37.8166202,-121.8951829,not,37.8166202,-121.8951829
315,680002178,Blackhawk Museum,Space 1,3700 Blackhawk Plaza Ci,,Danville,CA,94506,,,,,Contra Costa,"3700 Blackhawk Plaza Ci, Danville, CA, 94506",Single Space,37.8013932,-121.9174888,not,37.8013932,-121.9174888
316,,Block Party Dance Studio,Space 1,300 De Haro St,Suite 344,San Francisco,CA,94103,Molly Kozma,Studio Director,contact@sfblockparty.com,http://sfblockparty.com,San Francisco,"300 De Haro St, San Francisco, CA, 94103",Single Space,37.7657255,-122.4020242,not,37.7657255,-122.4020242
317,942243418,Blue Bear School of Music,Space 1,2 Marina Blvd,,San Francisco,CA,94123,,,,www.bluebearmusic.org,San Francisco,"2 Marina Blvd, San Francisco, CA, 94123",Single Space,37.80524538,-122.432104,not,37.80524538,-122.432104
318,833224672,Bluegrass Pride,Space 1,40 Genebern Way,,San Francisco,CA,94112,,,,,San Francisco,"40 Genebern Way, San Francisco, CA, 94112",Single Space,37.7344453,-122.4247674,not,37.7344453,-122.4247674
319,,Blueprint Oakland,Space 1,439 International Blvd,,Oakland,CA,94606,Ilana Lipsett,Co-founder and Community & Outreach Manager,ilanalipsett@gmail.com,http://blueprintoakland.com,Alameda,"439 International Blvd, Oakland, CA, 94606",Single Space,37.7958243,-122.2543462,not,37.7958243,-122.2543462
320,273515296,Bob Mizer Foundation,Space 1,920 Larkin St,,San Francisco,CA,94109,,,,,San Francisco,"920 Larkin St, San Francisco, CA, 94109",Single Space,37.7864744,-122.4179385,not,37.7864744,-122.4179385
321,822685177,Body Political,Space 1,3235 Hyde St,,Oakland,CA,94601,,,,,Alameda,"3235 Hyde St, Oakland, CA, 94601",Single Space,37.7878914,-122.2200437,not,37.7878914,-122.2200437
322,943153475,Body Wisdom,Space 1,2273 Telegraph Ave,,Oakland,CA,94612,,,,,Alameda,"2273 Telegraph Ave, Oakland, CA, 94612",Single Space,37.81255,-122.2691779,not,37.81255,-122.2691779
323,811404473,Bohannon Middle School Music Booster Club,Space 1,800 Bockman Rd,,San Lorenzo,CA,94580,,,,,Alameda,"800 Bockman Rd, San Lorenzo, CA, 94580",Single Space,37.6708838,-122.1262889,not,37.6708838,-122.1262889
324,,BollyNaach Dance Company,Space 1,1989 Santa Rita Rd,Suite A,Pleasanton,CA,94566,Nate Ramanathan,Studio Owner,bollynaach@gmail.com,http://www.bollynaach.com,Alameda,"1989 Santa Rita Rd, Pleasanton, CA, 94566",Single Space,37.6787878,-121.8761801,not,37.6787878,-121.8761801
325,460581862,Bona Fide Films,Space 1,4200 Park Blvd,544,Oakland,CA,94602,,,,,Alameda,"4200 Park Blvd, Oakland, CA, 94602",Single Space,37.8070573,-122.2224086,not,37.8070573,-122.2224086
326,941593216,Book and Wheel Works,Space 1,41 Dunsmuir St,,San Francisco,CA,94134,,,,www.bookandwheel.org,San Francisco,"41 Dunsmuir St, San Francisco, CA, 94134",Single Space,37.7305259,-122.4139762,not,37.7305259,-122.4139762
327,,BoomShake Music,Space 1,2277 International Blvd,,Oakland,CA,94601,,,,www.boomshakemusic.com,Alameda,"2277 International Blvd, Oakland, CA, 94601",Single Space,37.7836423,-122.2363747,not,37.7836423,-122.2363747
328,260344461,"Boxcar Theatre,.",Space 1,1415 Broderick St,,San Francisco,CA,94115,,,,,San Francisco,"1415 Broderick St, San Francisco, CA, 94115",Single Space,37.7833665,-122.4414941,not,37.7833665,-122.4414941
329,941156608,Boys & Girls Clubs Of San Francisco,Space 1,380 Fulton,,San Francisco,CA,94102,,,,,San Francisco,"380 Fulton, San Francisco, CA, 94102",Single Space,37.77883093,-122.4230523,not,37.77883093,-122.4230523
330,143383575,Brasarte The Damasceno Brazilian Cultural Exchange,Space 1,1901 San Pablo Ave,,Berkeley,CA,94702,,,,,Alameda,"1901 San Pablo Ave, Berkeley, CA, 94702",Single Space,37.8703064,-122.2921167,not,37.8703064,-122.2921167
331,942609353,Brava For Women In The Arts,Space 1,2781 24th St.,,San Francisco,CA,94110,,,sarah@brava.org,http://www.brava.org,San Francisco,"2781 24th St. , San Francisco, CA, 94110",Single Space,37.7526532,-122.4077486,not,37.7526532,-122.4077486
332,,Brentwood Arts Commission,Space 1,150 City Parkway,,Brentwood,CA,94513,,,,,Contra Costa,"150 City Parkway, Brentwood, CA, 94513",Single Space,37.934186,-121.6936131,not,37.934186,-121.6936131
333,,Brentwood Arts Society,Space 1,2485 Sand Creek Rd,,Brentwood,CA,94513,,,,,Contra Costa,"2485 Sand Creek Rd, Brentwood, CA, 94513",Single Space,37.9453363,-121.7384526,not,37.9453363,-121.7384526
334,830931405,Brentwood Community Chorus,Space 1,1027 Malbec Ln,,Brentwood,CA,94513,,,,,Contra Costa,"1027 Malbec Ln, Brentwood, CA, 94513",Single Space,37.909442,-121.7317411,not,37.909442,-121.7317411
335,811253959,Brentwood Music Foundation,Space 1,3130 Balfour Rd Ste D 197,,Brentwood,CA,94513,,,,,Contra Costa,"3130 Balfour Rd Ste D 197, Brentwood, CA, 94513",Single Space,37.9239767,-121.7232677,not,37.9239767,-121.7232677
336,,Brentwood Teen Theater,Space 1,640 Harvest Park Dr,,Brentwood,CA,94513,,,,,Contra Costa,"640 Harvest Park Dr, Brentwood, CA, 94513",Single Space,37.9241096,-121.6847265,not,37.9241096,-121.6847265
337,261125273,Brentwood Veterans Memorial Building,Space 1,2420 Sandcreek Rd,C1-121,Brentwood,CA,94513,,,,,Contra Costa,"2420 Sandcreek Rd, Brentwood, CA, 94513",Single Space,37.9420234,-121.7365607,not,37.9420234,-121.7365607
338,474060726,Bridge & Gate Global Culture Foundation,Space 1,41862 Paseo Padre Pkwy,,Fremont,CA,94539,,,,,Alameda,"41862 Paseo Padre Pkwy, Fremont, CA, 94539",Single Space,37.5392101,-121.9398819,not,37.5392101,-121.9398819
339,,Bridge Art Space,Space 1,23 Maine Ave,,Point Richmond,CA,94894,Suzanne Cerny,artist,art@suzannecerny.com,http://www.bridgeartspace.com,Contra Costa,"23 Maine Ave, Point Richmond, CA, 94894",Single Space,37.928055,-122.369747,not,37.928055,-122.369747
340,464733055,Bridge Makers,Space 1,1435 S 59th St,,Richmond,CA,94804,,,,,Contra Costa,"1435 S 59th St, Richmond, CA, 94804",Single Space,37.9131567,-122.3137489,not,37.9131567,-122.3137489
341,,Bridge Storage and ArtSpace,Space 1,23 Maine Ave,,Richmond,CA,94804,Iris AlRoy,Marketing Director,info@bridgestorage.com,http://www.bridgestorage.com,Contra Costa,"23 Maine Ave, Richmond, CA, 94804",Single Space,37.928055,-122.369747,not,37.928055,-122.369747
342,883293758,Bridges Diasporic Arts,Space 1,1721 Broadway,,Oakland,CA,94612,,,,,Alameda,"1721 Broadway, Oakland, CA, 94612",Single Space,37.80680989,-122.2697629,not,37.80680989,-122.2697629
343,920958039,Bright Future In The East Limited,Space 1,1823 Mockingbird Pl,,Danville,CA,94526,,,,,Contra Costa,"1823 Mockingbird Pl, Danville, CA, 94526",Single Space,37.7885237,-121.9852688,not,37.7885237,-121.9852688
344,822460978,Bristow Music Booster,Space 1,855 Minnesota Ave,,Brentwood,CA,94513,,,,,Contra Costa,"855 Minnesota Ave, Brentwood, CA, 94513",Single Space,37.9375462,-121.7158967,not,37.9375462,-121.7158967
345,,Broadway Rhythm Dance Company,Space 1,260 Parker Ave,,Rodeo,CA,94572,Trina Araby,,TrinasDanceCo@aol.com,http://www.DanceBroadway.com,Contra Costa,"260 Parker Ave, Rodeo, CA, 94572",Single Space,38.0348679,-122.2679042,not,38.0348679,-122.2679042
346,853352760,Brother 2 Brother,Space 1,960 53Rd St,Apt B,Oakland,CA,94608,,,,,Alameda,"960 53Rd St, Oakland, CA, 94608",Single Space,37.8379763,-122.2764676,not,37.8379763,-122.2764676
347,364857014,Brotherhood Of Elders Network,Space 1,1714 Franklin St,Ste 100 # 177,Oakland,CA,94612,,,,,Alameda,"1714 Franklin St, Oakland, CA, 94612",Single Space,37.80623222,-122.2684326,not,37.80623222,-122.2684326
348,813568108,Bruthas Rising,Space 1,2718 Cabrillo Ct,,Antioch,CA,94509,,,,,Contra Costa,"2718 Cabrillo Ct, Antioch, CA, 94509",Single Space,37.9984214,-121.8332072,not,37.9984214,-121.8332072
349,953273023,Buckminster Fuller Institute,Space 1,2665 Mission St,,San Francisco,CA,94110,,,,bfi.org,San Francisco,"2665 Mission St, San Francisco, CA, 94110",Single Space,37.7544042,-122.4182923,not,37.7544042,-122.4182923
350,260702939,Building Art For Kids,Space 1,537 Grafton Ave,,San Francisco,CA,94112,,,,,San Francisco,"537 Grafton Ave, San Francisco, CA, 94112",Single Space,37.7198061,-122.4588832,not,37.7198061,-122.4588832
351,680385687,Building Bridges,Space 1,1630 N Main St,297,Walnut Creek,CA,94596,,,,,Contra Costa,"1630 N Main St, Walnut Creek, CA, 94596",Single Space,37.9011511,-122.0614605,not,37.9011511,-122.0614605
352,943347112,Building Conservancy Of Northern California,Space 1,2207 Rose St,,Berkeley,CA,94709,,,,,Alameda,"2207 Rose St, Berkeley, CA, 94709",Single Space,37.8826322,-122.2668825,not,37.8826322,-122.2668825
353,452638273,Burning Man Project,Space 1,660 Alabama St,4th Floor,San Francisco,CA,94110,,,,,San Francisco,"660 Alabama St, San Francisco, CA, 94110",Single Space,37.7609161,-122.4123336,not,37.7609161,-122.4123336
354,942495604,Burning Wagon Productions,Space 1,631 Edinburgh St,,San Francisco,CA,94112,,,,,San Francisco,"631 Edinburgh St, San Francisco, CA, 94112",Single Space,37.7190462,-122.4333166,not,37.7190462,-122.4333166
